今回レース,馬名,年月日,場,レース名,距離,馬場,頭数,人気,着順,騎手,斤量,馬体重,タイム,着差,horse_id,日付,race_id
6,リアライズブルーム,2026年3月14日,阪神,3歳未勝利,芝1400,良,18.0,13.0,16,酒井学,55.0,494(0),1:22.3,1.3,2023105284.0,2026-03-14,202602011206.0
6,リアライズブルーム,2026年1月5日,京都,3歳未勝利,ダ1800,良,14.0,4.0,14,川田将雅,55.0,494(+8),1:57.1,3.6,2023105284.0,2026-01-05,202602011206.0
6,リアライズブルーム,2025年10月12日,京都,2歳未勝利,ダ1400,良,12.0,1.0,8,川田将雅,55.0,486(+10),1:27.5,2.1,2023105284.0,2025-10-12,202602011206.0
6,リアライズブルーム,2025年8月17日,中京,2歳新馬,ダ1400,良,16.0,1.0,4,団野大成,55.0,476(0),1:27.6,1.5,2023105284.0,2025-08-17,202602011206.0
6,リネアベルタ,2026年6月27日,函館,3歳未勝利,芝1200,重,16.0,5.0,5,岩田康誠,55.0,426(+8),1:09.8,0.6,2023102408.0,2026-06-27,202602011206.0
6,リネアベルタ,2026年4月26日,京都,3歳未勝利,芝1200,良,18.0,8.0,6,岩田康誠,55.0,418(+2),1:08.1,0.6,2023102408.0,2026-04-26,202602011206.0
6,リネアベルタ,2026年2月21日,阪神,3歳未勝利,ダ1200,良,16.0,3.0,9,坂井瑠星,55.0,416(+2),1:15.1,0.9,2023102408.0,2026-02-21,202602011206.0
6,リネアベルタ,2026年1月31日,小倉,3歳未勝利,芝1200,良,18.0,2.0,6,斎藤新,55.0,414(-8),1:08.9,0.4,2023102408.0,2026-01-31,202602011206.0
6,リネアベルタ,2025年12月13日,阪神,2歳未勝利,芝1200,良,14.0,10.0,3,ジェルー,55.0,422(0),1:09.3,0.2,2023102408.0,2025-12-13,202602011206.0
6,リネアベルタ,2025年11月30日,京都,2歳新馬,芝1200,良,13.0,5.0,7,吉村誠之,54.0,422(0),1:11.0,1.1,2023102408.0,2025-11-30,202602011206.0
7,ヴァレンティーニ,2026年4月18日,阪神,3歳1勝クラス,ダ1800,良,14.0,9.0,4,幸英明,55.0,484(-4),1:52.7,0.5,2023106847.0,2026-04-18,202602011207.0
7,ヴァレンティーニ,2026年3月1日,中山,3歳1勝クラス,ダ1800,稍,8.0,5.0,6,岩田康誠,55.0,488(+6),1:53.9,2.2,2023106847.0,2026-03-01,202602011207.0
7,ヴァレンティーニ,2025年9月7日,中山,2歳新馬,ダ1800,良,16.0,5.0,1,岩田康誠,55.0,482(0),1:56.6,-0.3,2023106847.0,2025-09-07,202602011207.0
7,クッカユフラ,2026年7月5日,函館,3歳未勝利,ダ1700,良,14.0,8.0,1,斎藤新,55.0,446(0),1:46.9,-0.1,2023104420.0,2026-07-05,202602011207.0
7,クッカユフラ,2026年6月20日,函館,3歳未勝利,ダ1700,良,14.0,9.0,10,斎藤新,55.0,446(-2),1:48.1,1.4,2023104420.0,2026-06-20,202602011207.0
7,クッカユフラ,2026年5月10日,新潟,3歳未勝利,ダ1800,良,15.0,4.0,4,丸山元気,55.0,448(+4),1:57.4,0.5,2023104420.0,2026-05-10,202602011207.0
7,クッカユフラ,2026年4月12日,福島,3歳未勝利,ダ1700,良,15.0,11.0,4,斎藤新,55.0,444(-10),1:48.4,0.7,2023104420.0,2026-04-12,202602011207.0
7,クッカユフラ,2025年11月9日,福島,2歳新馬,ダ1700,良,15.0,10.0,8,丸山元気,55.0,454(0),1:50.7,2.2,2023104420.0,2025-11-09,202602011207.0
7,ゴールドヴィーナス,2026年6月28日,函館,3歳以上1勝クラス,ダ1700,稍,10.0,10.0,3,松本大輝,53.0,458(0),1:45.1,0.2,2023105672.0,2026-06-28,202602011207.0
7,ゴールドヴィーナス,2026年6月14日,函館,3歳以上1勝クラス,ダ1000,良,12.0,3.0,12,横山和生,53.0,458(+8),1:00.2,2.1,2023105672.0,2026-06-14,202602011207.0
7,ゴールドヴィーナス,2026年4月11日,阪神,3歳1勝クラス,芝1200,稍,15.0,13.0,15,吉村誠之,55.0,450(-2),1:10.3,1.9,2023105672.0,2026-04-11,202602011207.0
7,ゴールドヴィーナス,2026年3月28日,阪神,3歳未勝利,ダ1200,稍,16.0,4.0,1,団野大成,55.0,452(-6),1:12.1,-0.1,2023105672.0,2026-03-28,202602011207.0
7,ゴールドヴィーナス,2026年1月31日,小倉,3歳未勝利,芝1200,良,18.0,3.0,18,松本大輝,54.0,458(-12),1:10.5,2.0,2023105672.0,2026-01-31,202602011207.0
7,ゴールドヴィーナス,2025年12月7日,阪神,2歳未勝利,芝1400,良,18.0,9.0,11,団野大成,55.0,470(+8),1:21.7,1.5,2023105672.0,2025-12-07,202602011207.0
7,ゴールドヴィーナス,2025年10月25日,新潟,2歳未勝利,芝1200,良,15.0,4.0,7,丸山元気,55.0,462(0),1:10.4,0.3,2023105672.0,2025-10-25,202602011207.0
7,ゴールドヴィーナス,2025年8月2日,中京,2歳未勝利,芝1400,良,5.0,3.0,2,川田将雅,55.0,462(-8),1:22.9,0.6,2023105672.0,2025-08-02,202602011207.0
7,ゴールドヴィーナス,2025年7月5日,小倉,2歳新馬,芝1200,良,8.0,1.0,3,坂井瑠星,55.0,470(0),1:10.7,1.3,2023105672.0,2025-07-05,202602011207.0
7,ゴールドドレッサ,2026年7月5日,函館,3歳以上1勝クラス,ダ1700,良,8.0,4.0,4,横山和生,53.0,438(+4),1:46.1,0.9,2023102432.0,2026-07-05,202602011207.0
7,ゴールドドレッサ,2026年4月25日,福島,3歳未勝利,ダ1700,良,15.0,1.0,1,石田拓郎,52.0,434(-2),1:47.7,-0.1,2023102432.0,2026-04-25,202602011207.0
7,ゴールドドレッサ,2026年4月4日,中山,3歳未勝利,ダ1800,稍,14.0,9.0,3,石田拓郎,52.0,436(-8),1:55.2,1.1,2023102432.0,2026-04-04,202602011207.0
